id,x coord,y coord,z coord
0,10240,652.407,323.719
1,10240,872.826,1156.95
2,10240,848.019,293.294
3,10240,633.605,737.935
4,10240,941.057,502.481
5,10240,479.542,906.507
6,10240,460.634,420.382
7,10240,1068.89,701.838
8,10240,1066.64,701.18
9,10240,652.165,323.681
10,10239.9,249.019,433.83
11,10240,633.605,737.935
12,10240,252.138,328.038
13,10240,575.53,411.364
14,10239.9,902.065,410.959
15,10239.9,889.652,374.062
16,10240,1094.04,1164.1
17,10239.9,633.605,737.935
18,10240,590.965,412.304
19,10240,773.559,562.942
20,10240,430.168,573.995
21,10240,629.226,897.57
22,10239.9,1192.9,781.288
23,10240,419.131,927.115
24,10239.9,1125.54,338.246
25,10240,857.339,986.769
26,10239.9,731.586,216.709
27,10240,794.285,199.834
28,10240,394.449,541.469
29,10240,633.605,737.935
30,10240,1072.56,703.029
31,10240,651.864,323.491
32,10240,69.7316,385.927
33,10240,1192.97,781.309
34,10240,776.907,564.116
35,10240,547.169,238.066
36,10240,258.196,499.523
37,10240,700.919,866.203
38,10240,731.589,216.709
39,10240,853.593,776.057
40,10239.9,1125.54,338.25
41,10239.9,893.356,679.014
42,10239.9,515.117,592.985
43,10239.9,624.531,284.126
44,10240,245.439,426.672
45,10239.9,608.039,656.469
46,10239.9,620.187,277.129
47,10240,222.606,1237.67
48,10240,146.244,174.731
49,10239.9,1125.52,338.326
50,10240,783.569,589.279
51,10240,425.66,434.602
52,10240,688.195,478.798
53,10240,867.124,294.377
54,10239.9,778.737,565.099
55,10240,1015.36,690.476
56,10240,986.546,88.0661
57,10240,1125.54,338.241
58,10239.9,1052.89,698.607
59,10240,573.841,113.861
60,10240,513.521,592.519
61,10240,390.675,842.156
62,10240,633.605,737.935
63,10240,940.823,501.402
64,10240,251.88,325.991
65,10240,1013.78,990.195
66,10240,525.131,1152.18
67,10240,1025.25,693.016
68,10240,998.965,442.19
69,10240,252.347,327.216
70,10240,424.509,749.865
71,10240,423.161,749.689
