id,x coord,y coord,z coord
0,10240,652.2,323.688
1,10240,873.078,1157.21
2,10240,862.532,294.629
3,10240,633.605,737.935
4,10240,941.114,501.967
5,10240,474.402,882.98
6,10240,465.502,407.483
7,10240,1071.58,702.866
8,10240,1071.57,702.866
9,10240,652.2,323.688
10,10239.9,250.888,425.495
11,10240,633.605,737.935
12,10240,251.853,324.622
13,10240,575.524,411.37
14,10239.9,893.894,389.483
15,10239.9,889.706,373.034
16,10240,1092.84,1163.4
17,10239.9,633.605,737.935
18,10240,575.524,411.37
19,10240,778.452,569.186
20,10240,478.841,578.631
21,10240,629.249,897.571
22,10239.9,1192.9,781.288
23,10240,421.163,916.338
24,10239.9,1125.54,338.238
25,10240,853.895,962.661
26,10239.9,731.589,216.709
27,10240,768.845,196.321
28,10240,447.591,571.704
29,10240,633.605,737.935
30,10240,1071.58,702.866
31,10240,652.2,323.688
32,10240,57.4714,400.358
33,10240,1192.9,781.288
34,10240,778.484,569.346
35,10240,441.397,205.377
36,10240,258.274,482.894
37,10240,686.239,874.619
38,10240,731.589,216.709
39,10240,853.528,776.063
40,10239.9,1125.54,338.238
41,10239.9,893.352,679.012
42,10239.9,514.918,592.714
43,10239.9,652.17,323.68
44,10240,253.524,330.891
45,10239.9,633.605,737.935
46,10239.9,651.74,323.386
47,10240,186.181,1241.63
48,10240,138.364,194.585
49,10239.9,1125.54,338.238
50,10240,780.186,573.604
51,10240,457.199,408.061
52,10240,682.921,482.144
53,10240,871.679,293.755
54,10239.9,778.498,569.417
55,10240,1070.17,701.934
56,10240,985.042,88.0859
57,10240,1125.54,338.238
58,10239.9,1071.5,702.857
59,10240,589.026,102.057
60,10240,514.911,592.714
61,10240,391.184,845.229
62,10240,633.605,737.935
63,10240,941.114,501.967
64,10240,251.852,324.578
65,10240,1007.99,977.998
66,10240,535.009,1160.21
67,10240,1070.75,702.475
68,10240,1058.73,490.407
69,10240,251.853,324.604
70,10240,422.759,749.93
71,10240,422.757,749.93
72,10240,941.114,501.967
73,10240,873.078,1157.22
74,10240,244.986,835.499
75,10239.9,895.283,680.757
76,10239.9,633.605,737.935
77,10239.9,941.114,501.967
78,10240,275.176,674.437
79,10240,1075.42,499.4
80,10240,927.582,205.184
81,10240,927.582,205.184
82,10240,346.768,1023.55
83,10240,1071.59,702.866
84,10240,422.559,749.818
85,10240,702.613,985.829
86,10239.9,853.528,776.063
87,10240,346.768,1023.55
88,10240,134.708,200.379
89,10239.9,892.771,285.664
90,10240,346.768,1023.55
91,10240,388.872,785.469
92,10240,391.194,845.286
93,10240,259.095,489.724
94,10239.9,346.768,1023.55
95,10240,704.085,987.727
96,10240,1092.84,1163.59
97,10240,652.2,323.688
