t,Dx,Dy,Dz
0,0.000633844,13556.9,13571.5
12.8905,0.00316063,-0.137331,-0.0503078
102395,1.99434,0.0990368,0.0347324
204791,2.54209,-0.0190405,0.0531351
307186,2.67639,0.0403259,-0.0197265
409581,2.3858,0.0215755,0.0013799
511977,2.71481,0.0212428,0.0707058
614372,2.19404,0.0337607,0.0175523
716767,2.39628,0.0130571,0.0209053
819163,1.8743,-0.00801478,0.0529165
921558,2.55941,0.00130358,-0.041871
1.02395e+06,2.27257,0.037848,-0.0175833
1.12635e+06,2.43644,0.0186375,-0.0307227
1.22874e+06,2.38366,0.0494488,0.0223435
1.33114e+06,2.01665,0.032022,0.0558108
1.43353e+06,2.47265,0.00415287,-0.016829
1.53593e+06,2.11701,0.0183091,0.0594091
1.63833e+06,3.14237,0.0781503,0.0658811
1.74072e+06,2.20902,0.0139264,0.0198292
1.84312e+06,1.87736,-0.0334763,0.0141373
1.94551e+06,2.38037,0.0696913,0.0585559
2.04791e+06,2.76579,0.0323448,-0.00967718
2.1503e+06,0.895386,0.0572875,0.0425745
2.2527e+06,0.875654,0.0166972,-0.0164216
2.35509e+06,-0.787706,0.00713573,0.0312323
2.45749e+06,-2.26221,0.0729298,0.0290935
2.55988e+06,-3.58725,-0.0427173,0.0237594
2.66228e+06,-5.35593,0.024478,-0.012619
2.76467e+06,-6.67899,0.043527,0.057947
2.86707e+06,-6.99826,0.044731,-0.00997197
2.96946e+06,-6.07529,0.0385408,2.94004e-05
3.07186e+06,-5.12982,0.0194837,0.0230803
3.17426e+06,-3.96508,-0.00777557,-0.0101395
3.27665e+06,-2.69414,0.024695,-0.00974011
3.37905e+06,-1.97104,-0.0056252,-0.0079091
3.48144e+06,-1.15769,0.013828,-0.00897676
3.58384e+06,-0.879478,-0.00496919,0.00543806
3.68623e+06,-0.604836,0.00577366,0.000814422
3.78863e+06,-0.258579,0.00329675,2.35179e-05
3.89102e+06,-0.158711,-0.000867402,-0.0002091
3.99342e+06,-0.0882632,0.000491169,0.00381499
4.09581e+06,-0.0603887,0.00392732,-0.00174931
4.19821e+06,-0.0694563,0.000526526,-0.000514928
4.3006e+06,-0.0154316,0.000948677,-0.000444189
4.403e+06,-0.0510367,0.000641037,0.000307168
4.50539e+06,-0.0136985,0.00120856,0.000116834
4.60779e+06,-0.0425685,0.000890324,0.000603114
4.71019e+06,-0.0553558,2.72462e-05,-0.00072634
4.81258e+06,-0.00311237,0.000588419,0.000369834
4.91498e+06,-0.0143633,0.000637266,0.000490287
5.01737e+06,-0.00858526,0.000392266,0.000472637
5.11977e+06,-0.0291383,0.00079866,0.00111526
5.22216e+06,-0.0171193,0.000690002,-0.000200132
5.32456e+06,-0.0087245,0.000211586,7.812e-06
5.42695e+06,-0.0368992,-0.000297733,0.000271582
5.52935e+06,-0.0165889,-8.38843e-05,0.000222294
5.63174e+06,-0.00598164,-0.000228276,-4.03104e-05
5.73414e+06,-0.035527,0.000137973,0.000369729
5.83653e+06,-0.028005,-1.24684e-06,-0.000178057
5.93893e+06,-0.00180184,2.66828e-05,0.000166844
6.04132e+06,-0.00120542,-7.90277e-05,7.26035e-05
6.14372e+06,-0.0671041,-0.000707443,0.000569406
6.24612e+06,-0.0139055,-9.84358e-06,0.000268881
6.34851e+06,-0.0583749,-0.00024127,-0.0010361
6.45091e+06,-0.00730265,-4.99748e-05,-3.9244e-05
6.5533e+06,-0.0288962,-0.000111606,0.000287913
6.6557e+06,-0.0209818,-6.08726e-05,0.000525585
6.75809e+06,-0.00554225,-1.87286e-05,4.85716e-05
6.86049e+06,-0.00270587,-2.3249e-05,-1.81763e-05
6.96288e+06,-0.0131055,-2.47388e-05,0.000639468
7.06528e+06,-0.00324978,-3.79653e-05,-0.000317659
7.16767e+06,-0.000420482,-2.88332e-05,8.89318e-05
7.27007e+06,-0.000776008,-3.7905e-05,5.09865e-05
7.37246e+06,-0.00213586,-6.37407e-05,0.000168613
7.47486e+06,-0.000355849,-6.52319e-05,8.24439e-05
7.57725e+06,-0.000650394,-0.000144748,-2.20937e-07
7.67965e+06,-0.0018352,-0.000240384,0.000227126
7.78204e+06,0,-0.000201306,4.97683e-05
7.88444e+06,0,-0.000145465,2.35817e-05
7.98684e+06,0,3.01981e-06,3.56497e-05
8.08923e+06,0,-2.7734e-05,2.71924e-05
8.19163e+06,0,-4.40274e-05,1.52314e-05
8.29402e+06,0,-7.53324e-06,1.02757e-05
8.39642e+06,0,1.32375e-05,3.29693e-05
8.49881e+06,0,2.97382e-05,4.18757e-05
8.60121e+06,0,2.01178e-05,6.00581e-05
8.7036e+06,0,0.000101627,8.0932e-05
8.806e+06,0,9.89699e-05,0.000104539
8.90839e+06,0,0.000232391,8.61006e-05
9.01079e+06,0,0.000119188,0.000133837
9.11318e+06,0,0.000134085,0.000155098
9.21558e+06,0,0.0001172,0.000199725
9.31797e+06,0,0.000136122,0.000220052
9.42037e+06,0,0.000122321,0.00023654
9.52277e+06,0,8.04209e-05,0.000253355
9.62516e+06,0,5.59444e-06,0.000229742
9.72756e+06,0,-3.26891e-05,0.000203218
9.82995e+06,0,-9.06518e-05,0.000179684
9.93235e+06,0,-0.000102673,0.000143161
1.00347e+07,0,-0.000133225,8.87404e-05
1.01371e+07,0,-0.000136873,8.76478e-05
1.02395e+07,0,-0.00014604,5.19656e-05
