t,Dx,Dy,Dz
0,0.000525377,13453.3,13648.6
12.8905,0.00261741,-0.298375,-0.400127
102395,1.92584,0.179364,0.11339
204791,2.38101,-0.0136822,-0.0220232
307186,2.6584,-0.00887368,-0.001471
409581,2.51751,0.0575059,0.0290452
511977,2.30521,0.0674479,-0.033997
614372,2.88855,-0.00113985,-0.00320688
716767,2.44786,0.0332234,0.00233296
819163,2.11606,0.00714614,0.0441609
921558,2.58785,0.0695033,0.00201231
1.02395e+06,2.64913,0.0016025,0.00981178
1.12635e+06,2.49107,0.00434114,0.0211879
1.22874e+06,2.17224,0.0579743,-0.0118145
1.33114e+06,2.50456,0.0750212,0.0654476
1.43353e+06,2.65753,0.0667388,0.044162
1.53593e+06,3.14299,0.0448709,-0.0110617
1.63833e+06,2.3635,-0.0384858,0.000482806
1.74072e+06,2.70743,-0.00737826,0.00218886
1.84312e+06,2.98527,0.0152011,0.0583122
1.94551e+06,2.6321,0.0838096,-0.0364979
2.04791e+06,1.24807,0.00808177,0.0298563
2.1503e+06,1.52677,0.069975,0.0279925
2.2527e+06,0.485008,0.00619091,0.0263265
2.35509e+06,-0.834349,0.0169117,0.0222277
2.45749e+06,-1.94454,0.0498773,0.0495318
2.55988e+06,-4.03555,-0.00694021,-0.0218181
2.66228e+06,-5.94013,0.00469859,0.0223956
2.76467e+06,-7.24995,0.0411611,0.0227317
2.86707e+06,-7.00583,-0.0049654,-0.0309201
2.96946e+06,-5.95848,-0.00297956,0.0061215
3.07186e+06,-5.24569,0.00353707,0.00520218
3.17426e+06,-4.18353,-0.0115457,-0.0245808
3.27665e+06,-3.16756,-0.0172266,-0.0120517
3.37905e+06,-2.10034,0.0236974,0.0125282
3.48144e+06,-1.51233,-0.0191482,-0.0118807
3.58384e+06,-1.06888,-0.00717533,0.00964515
3.68623e+06,-0.621093,0.00488447,-0.00539137
3.78863e+06,-0.508978,0.00110465,-0.000493644
3.89102e+06,-0.295684,-0.00110402,0.00300023
3.99342e+06,-0.180978,0.00322936,0.00280848
4.09581e+06,-0.106027,-0.00225505,-0.00284038
4.19821e+06,-0.122467,0.00104525,0.00155794
4.3006e+06,-0.0418026,-0.00106443,-0.00170729
4.403e+06,-0.0391832,0.00304578,0.000286693
4.50539e+06,-0.015971,0.00167472,0.000196897
4.60779e+06,-0.0106713,0.000828578,0.000596707
4.71019e+06,-0.0111896,0.00094433,0.000202381
4.81258e+06,-0.00335186,0.00148375,-0.000370781
4.91498e+06,-0.00311214,0.00102994,0.00024438
5.01737e+06,-0.00307698,0.00129015,8.10428e-05
5.11977e+06,-0.000137479,0.0010102,0.000145324
5.22216e+06,0,0.000701847,3.78342e-05
5.32456e+06,0,0.00065119,4.52071e-05
5.42695e+06,0,0.000528172,-3.29618e-05
5.52935e+06,0,0.000465135,-6.03185e-05
5.63174e+06,0,0.000415433,-5.26612e-05
5.73414e+06,0,0.000352668,-5.04353e-05
5.83653e+06,0,0.000336232,-7.54117e-05
5.93893e+06,0,0.000364303,-0.000187809
6.04132e+06,0,0.000364565,-0.00017108
6.14372e+06,0,0.000370709,-0.000184889
6.24612e+06,0,0.000305212,-0.00019863
6.34851e+06,0,0.000304858,-0.000203781
6.45091e+06,0,0.000336781,-0.000205866
6.5533e+06,0,0.000354811,-0.000196398
6.6557e+06,0,0.000457101,-0.000168032
6.75809e+06,0,0.000395778,-0.000175789
6.86049e+06,0,0.000360959,-0.00014146
6.96288e+06,0,0.000336243,-0.000120506
7.06528e+06,0,0.000312424,-0.00011471
7.16767e+06,0,0.000258018,-9.67742e-05
7.27007e+06,0,0.000213301,-9.02635e-05
7.37246e+06,0,0.000189225,-7.59904e-05
7.47486e+06,0,0.000111876,-5.92463e-05
7.57725e+06,0,0.000118047,-9.03901e-05
7.67965e+06,0,-1.15977e-05,-8.3643e-05
7.78204e+06,0,-3.1167e-05,-4.25075e-05
7.88444e+06,0,-5.83508e-05,-8.56119e-05
7.98684e+06,0,-6.47624e-05,-2.42482e-05
8.08923e+06,0,-5.03589e-05,8.53795e-05
8.19163e+06,0,-6.13016e-05,9.66437e-06
8.29402e+06,0,-4.21426e-05,4.34831e-05
8.39642e+06,0,-1.03488e-07,2.62011e-05
8.49881e+06,0,2.87518e-05,1.99868e-05
8.60121e+06,0,2.62683e-05,1.44712e-05
8.7036e+06,0,3.1689e-05,6.50808e-06
8.806e+06,0,3.76088e-05,-3.81606e-06
8.90839e+06,0,4.61022e-05,-1.75254e-05
9.01079e+06,0,6.6834e-05,-2.6698e-05
9.11318e+06,0,3.61835e-05,-4.19545e-05
9.21558e+06,0,1.6863e-05,-4.04844e-05
9.31797e+06,0,6.04627e-06,-3.87257e-05
9.42037e+06,0,6.37132e-06,-1.56183e-05
9.52277e+06,0,6.52317e-06,-8.8356e-06
9.62516e+06,0,-3.49877e-06,-2.07119e-06
9.72756e+06,0,9.39844e-06,-9.59102e-06
9.82995e+06,0,1.78656e-05,-1.50175e-05
9.93235e+06,0,1.57118e-05,-2.67666e-05
1.00347e+07,0,9.97688e-06,-4.34628e-05
1.01371e+07,0,8.94839e-06,-1.22917e-05
1.02395e+07,0,1.38318e-05,-7.2478e-06
