id,x coord,y coord,z coord
0,5119.79,709.586,397.816
1,5119.74,931.663,1061.75
2,5119.67,714.741,333.55
3,5119.99,617.881,641.137
4,5119.97,878.316,561.121
5,5119.12,432.736,866.039
6,5119.91,468.88,590.059
7,5119.99,1025.72,729.958
8,5119.82,877.561,779.521
9,5119.99,423.367,425.62
10,5119.91,144.528,518.087
11,5119.95,432.737,866.035
12,5119.89,290.301,391.067
13,5119.77,649.981,417.346
14,5119.76,716.594,398.521
15,5119.93,860.25,252.637
16,5120,940.189,1064.21
17,5119.85,768.075,635.884
18,5119.54,710.085,398.128
19,5119.96,641.425,573.031
20,5119.86,165.357,627.437
21,5119.75,783.785,864.667
22,5119.71,1025.79,728.391
23,5119.87,436.601,881.639
24,5119.99,1078.51,300.184
25,5119.81,931.653,1061.69
26,5119.91,678.164,229.565
27,5119.83,677.97,229.824
28,5119.98,423.403,424.809
29,5119.98,612.547,631.343
30,5119.62,1051.4,590.857
31,5119.92,423.443,424.411
32,5120,249.715,200.729
33,5119.78,1047.87,873.481
34,5120,878.309,560.989
35,5119.89,609.609,344.922
36,5119.73,216.626,349.336
37,5120,647.302,789.204
38,5119.68,709.35,337.652
39,5119.97,1021.5,909.135
40,5119.98,918.711,229.383
41,5119.94,877.317,776.757
42,5119.99,357.388,508.848
43,5119.94,685.123,388.282
44,5119.91,216.575,348.668
45,5119.94,432.749,866
46,5119.89,669.807,402.243
47,5119.69,256.731,1113.92
48,5119.77,250.153,202.128
49,5119.74,987.743,412.909
50,5119.75,890.412,654.188
51,5119.94,674.2,398.771
52,5119.81,798.581,489.591
53,5119.72,856.912,250.147
54,5119.71,733.465,397.322
55,5119.74,881.267,579.809
56,5119.98,1033.59,179.748
57,5119.24,1152.48,429.068
58,5119.65,877.707,779.874
59,5119.82,619.836,167.752
60,5119.76,468.884,590.078
61,5119.87,432.736,866.035
62,5119.95,550.727,758.566
63,5119.42,834.461,226.394
64,5119.93,399.844,237.524
65,5119.98,1064.22,1148.02
66,5119.63,619.804,1038.75
67,5119.87,893.497,638.286
68,5119.67,987.749,413.101
69,5119.91,416.711,264.613
70,5119.78,432.736,866.039
71,5120,468.492,590.309
72,5119.97,957.044,452.755
73,5120,931.619,1061.69
74,5119.6,104.882,836.109
75,5119.75,877.498,772.779
76,5119.71,613.154,632.427
77,5119.93,913.927,326.098
78,5119.78,188.628,661.628
79,5119.81,1152.48,429.068
80,5119.56,720.178,329.226
81,5119.96,911.219,323.177
82,5119.75,258.754,1113.82
83,5119.93,1205.16,638.862
84,5120,288.863,660.4
85,5119.98,777.06,1002.75
86,5119.87,783.845,863.742
87,5119.88,239.516,806.292
88,5119.81,216.418,346.911
89,5119.99,898.738,176.012
90,5119.99,493.882,1115.55
91,5119.78,420.865,854.045
92,5119.79,458.935,911.885
93,5119.81,262.336,402.784
94,5119.99,290.233,895.15
95,5119.99,777.027,1002.69
96,5119.98,932.283,1061.48
97,5119.61,714.506,333.816
98,5119.83,400.865,667.739
99,5120,1029.36,176.294
100,5119.97,507.809,1107.06
101,5119.88,939.131,1119.72
102,5119.99,256.717,1113.92
103,5120,777.029,1002.69
104,5119.87,999.482,900.524
105,5119.99,423.546,428.996
106,5119.77,615.285,636.768
107,5119.67,777.021,1002.67
108,5119.97,882.89,588.149
109,5119.84,1025.86,732.548
110,5119.95,784.753,865.156
111,5119.86,706.7,397.01
112,5119.97,612.813,631.637
113,5119.98,432.791,866.529
114,5119.88,179.342,935.003
115,5119.54,584.599,262.891
116,5119.73,473.192,1108.82
117,5119.98,1051.37,590.86
118,5119.66,709.357,397.652
119,5119.84,777.022,1002.68
120,5119.95,794.58,481.611
121,5119.98,543.886,922.153
122,5120,432.737,866.054
123,5119.95,1051.46,590.853
124,5119.91,1198.14,987.699
125,5120,286.944,823.457
126,5119.68,710.624,336.632
127,5119.93,709.278,337.597
128,5119.99,912.135,323.724
129,5119.86,654.595,325.751
130,5119.84,912.686,324.085
131,5119.99,256.723,1113.92
132,5119.89,400.637,236.687
133,5119.81,903.015,145.455
134,5119.99,1051.47,590.853
135,5119.63,256.709,1113.92
136,5119.84,784.774,865.819
137,5119.99,423.375,424.938
138,5119.85,424.086,429.227
139,5119.99,1029.68,736.292
140,5119.92,545.098,206.339
141,5119.34,1152.48,429.068
142,5119.6,216.607,349.246
143,5119.82,1038.09,160.531
144,5119.81,674.88,398.211
145,5119.78,179.387,935.113
146,5119.59,394.374,678.335
147,5120,636.583,305.476
148,5119.72,432.736,866.046
149,5119.99,1194.17,978.396
150,5119.61,401.029,236.661
151,5119.67,705.248,396.429
152,5119.48,432.736,866.04
153,5119.79,683.944,389.521
154,5119.99,615.987,638.19
155,5120,423.443,424.415
156,5119.85,787.166,139.331
157,5119.54,399.864,237.524
158,5119.99,860.068,252.079
159,5119.85,432.736,866.039
160,5119.62,1051.68,74.5056
161,5119.77,858.791,251.552
162,5119.96,198.895,684.145
163,5119.6,400.184,237.082
164,5119.82,913.229,1071.24
165,5119.72,1226.58,708.655
166,5119.89,250.964,202.706
167,5119.89,931.849,1061.65
168,5119.98,256.731,1113.92
169,5119.95,936.868,1103.84
170,5119.99,777.021,1002.67
171,5119.63,399.539,237.525
172,5119.76,960.726,1028.43
173,5119.99,177.346,949.373
174,5119.99,615.17,636.279
175,5119.22,432.736,866.04
176,5119.99,1051.39,590.857
177,5119.76,256.722,1113.92
178,5119.84,698.948,826.964
179,5119.73,216.575,348.7
180,5119.8,278.937,819.244
181,5120,931.598,1061.94
182,5119.76,395.609,675.167
183,5120,335.564,516.172
184,5119.75,287.757,819.861
185,5119.77,880.501,1094.61
186,5119.63,397.185,237.602
187,5119.99,671.58,1049.29
188,5119.99,500.573,731.088
189,5119.98,878.321,561.174
190,5120,263.879,403.883
191,5119.62,214.78,701.249
192,5119.51,432.736,866.04
193,5119.82,931.746,1061.8
194,5119.89,1052.23,865.685
195,5119.95,711.225,398.185
196,5119.98,610.711,608.711
197,5119.95,336.405,539.077
198,5119.98,669.999,402.098
199,5119.67,468.584,590.218
200,5119.77,650.411,321.171
201,5120,961.008,878.039
202,5119.73,1041.4,149.732
203,5119.83,399.207,237.527
204,5119.81,612.994,631.867
205,5119.7,468.624,590.159
206,5119.98,615.208,636.499
207,5119.36,432.736,866.039
208,5119.88,288.535,888.635
209,5119.7,1173.82,412.863
210,5119.74,776.982,1002.56
211,5119.93,680.416,233.882
212,5119.4,708.02,397.136
213,5120,217.526,818.873
214,5119.87,256.702,1113.92
215,5119.78,616.23,638.526
216,5119.93,235.464,808.126
217,5119.99,216.577,348.868
218,5119.97,161.695,1015.97
219,5119.97,684.488,389.722
220,5119.55,401.208,236.661
221,5119.61,394.442,677.312
222,5119.67,621.29,659.756
223,5119.99,783.856,864.819
224,5119.99,216.592,349.061
225,5119.92,492.939,1115.69
226,5119.59,818.54,430.055
