id,x coord,y coord,z coord
0,5119.79,708.275,397.199
1,5119.74,931.699,1061.74
2,5119.67,705.952,339.984
3,5119.99,615.928,638.094
4,5119.97,878.309,561.02
5,5119.12,432.736,866.039
6,5119.91,468.804,590.115
7,5119.99,1025.35,729.428
8,5119.82,877.389,778.778
9,5119.99,423.428,424.608
10,5119.91,136.026,511.772
11,5119.95,432.736,866.039
12,5119.89,277.506,392.316
13,5119.77,668.493,403.279
14,5119.76,712.523,398.279
15,5119.93,860.222,252.509
16,5120,933.744,1062.24
17,5119.85,763.044,634.71
18,5119.54,708.606,397.322
19,5119.96,628.436,580.132
20,5119.86,164.612,626.524
21,5119.75,783.797,864.741
22,5119.71,1025.38,728.502
23,5119.87,432.881,867.76
24,5119.99,1079.29,300.029
25,5119.81,931.697,1061.73
26,5119.91,678.434,230.416
27,5119.83,678.419,230.581
28,5119.98,423.44,424.471
29,5119.98,613.034,631.961
30,5119.62,1051.37,590.857
31,5119.92,423.443,424.409
32,5120,250.061,201.135
33,5119.78,1045.71,876.197
34,5120,878.308,560.99
35,5119.89,634.816,332.527
36,5119.73,216.58,348.991
37,5120,640.581,785.383
38,5119.68,698.464,344.419
39,5119.97,1023.22,909.973
40,5119.98,902.043,223.501
41,5119.94,877.344,777.46
42,5119.99,353.738,510.075
43,5119.94,687.949,385.591
44,5119.91,216.574,348.739
45,5119.94,432.737,866.035
46,5119.89,681.431,392.737
47,5119.69,256.739,1113.92
48,5119.77,250.209,202.098
49,5119.74,987.731,413.081
50,5119.75,893.144,647.823
51,5119.94,683.572,390.887
52,5119.81,796.619,488.798
53,5119.72,859.07,251.371
54,5119.71,720.872,398.337
55,5119.74,878.951,565.613
56,5119.98,1032.84,175.126
57,5119.24,1152.48,429.068
58,5119.65,877.416,778.947
59,5119.82,628.913,174.397
60,5119.76,468.806,590.121
61,5119.87,432.736,866.039
62,5119.95,555.148,760.534
63,5119.42,835.406,229.318
64,5119.93,400.487,236.745
65,5119.98,1064.53,1153.65
66,5119.99,620.11,1039.53
67,5119.87,892.475,632.222
68,5119.67,987.732,413.119
69,5119.91,405.283,238.019
70,5119.78,432.736,866.039
71,5120,468.655,590.196
72,5119.97,963.59,444.153
73,5120,931.689,1061.73
74,5119.6,94.6152,835.568
75,5119.75,877.23,775.61
76,5119.71,613.161,632.395
77,5119.93,912.527,324.492
78,5119.78,172.903,640.534
79,5119.81,1152.48,429.068
80,5119.56,713.795,334.492
81,5119.96,910.54,322.987
82,5119.75,257.293,1113.91
83,5119.93,1216.23,636.534
84,5120,287.771,660.817
85,5119.98,777.023,1002.68
86,5119.87,783.807,864.423
87,5119.88,241.046,807.773
88,5119.81,216.555,348.075
89,5119.99,901.454,169.345
90,5119.99,492.956,1115.44
91,5119.78,432.085,864.965
92,5119.79,439.164,885.073
93,5119.81,254.596,392.693
94,5119.99,289.459,891.585
95,5119.99,777.021,1002.67
96,5119.98,931.847,1061.68
97,5119.61,705.524,340.237
98,5119.83,398.053,671.466
99,5120,1031.67,173.393
100,5119.97,500.482,1112.08
101,5119.88,938.236,1101.86
102,5119.99,256.736,1113.92
103,5120,777.021,1002.67
104,5119.87,1007.97,904.46
105,5119.99,423.375,425.397
106,5119.77,615.179,636.326
107,5119.67,777.021,1002.67
108,5119.97,879.327,568.2
109,5119.84,1025.68,730.931
110,5119.95,784.194,864.908
111,5119.86,706.361,396.936
112,5119.97,613.09,632.079
113,5119.98,432.739,866.087
114,5119.88,179.03,940.033
115,5119.54,591.415,268.509
116,5119.73,478.091,1111.81
117,5119.98,1051.36,590.858
118,5119.66,708.123,397.146
119,5119.84,777.021,1002.67
120,5119.95,794.468,483.499
121,5119.98,537.073,924.265
122,5120,432.736,866.04
123,5119.95,1051.38,590.857
124,5119.91,1200.31,993.453
125,5120,286.378,821.653
126,5119.68,700.094,343.42
127,5119.93,698.403,344.381
128,5119.99,911.054,323.272
129,5119.86,655.428,327.223
