id,x coord,y coord,z coord
0,10240,652.278,323.696
1,10240,872.936,1157.07
2,10240,849.931,293.389
3,10240,633.605,737.935
4,10240,941.1,502.146
5,10240,478.021,902.945
6,10240,461.275,417.701
7,10240,1069.95,701.825
8,10240,1068.43,701.556
9,10240,652.187,323.686
10,10239.9,249.223,433.423
11,10240,633.605,737.935
12,10240,252.019,327.064
13,10240,575.526,411.368
14,10239.9,901.054,409.534
15,10239.9,889.686,373.931
16,10240,1093.49,1163.93
17,10239.9,633.605,737.935
18,10240,580.571,411.698
19,10240,774.763,563.627
20,10240,433.944,574.146
21,10240,629.24,897.571
22,10239.9,1192.9,781.288
23,10240,419.25,926.162
24,10239.9,1125.54,338.241
25,10240,856.285,982.806
26,10239.9,731.589,216.709
27,10240,790.189,198.347
28,10240,399.116,543.965
29,10240,633.605,737.935
30,10240,1072.16,702.934
31,10240,652.073,323.635
32,10240,67.5017,388.874
33,10240,1192.91,781.29
34,10240,777.101,565.232
35,10240,538.817,238.139
36,10240,258.655,497.939
37,10240,699.123,866.991
38,10240,731.589,216.709
39,10240,853.563,776.06
40,10239.9,1125.54,338.243
41,10239.9,893.353,679.013
42,10239.9,515.035,592.987
43,10239.9,625.585,285.773
44,10240,247.186,425.538
45,10239.9,610.966,661.823
46,10239.9,621.869,280.596
47,10240,210.457,1251.28
48,10240,145.2,177.094
49,10239.9,1125.54,338.274
50,10240,783.351,585.792
51,10240,431.157,428.298
52,10240,686.082,479.757
53,10240,867.65,294.377
54,10239.9,778.654,566.012
55,10240,1025.27,693.029
56,10240,986.065,88.0799
57,10240,1125.54,338.239
58,10239.9,1056.99,699.349
59,10240,576.678,111.945
60,10240,514.036,592.627
61,10240,390.722,843.12
62,10240,633.605,737.935
63,10240,941.042,501.769
64,10240,251.878,325.592
65,10240,1010,982.48
66,10240,526.449,1153.56
67,10240,1032.28,694.957
68,10240,1000.34,444.423
69,10240,252.133,326.472
70,10240,423.782,749.896
71,10240,422.993,749.804
72,10240,941.116,501.97
73,10240,873.049,1157.19
74,10240,255.853,836.496
75,10239.9,895.313,680.755
76,10239.9,633.605,737.935
77,10239.9,941.114,501.967
78,10240,275.156,674.343
79,10240,1066.65,493.086
80,10240,927.654,206.806
81,10240,927.649,206.751
82,10240,347.482,1025.23
83,10240,1072.73,703.199
84,10240,386.451,680.509
85,10240,762.28,1063.47
86,10239.9,854.005,778.076
87,10240,339.671,1012.97
88,10240,130.884,203.524
89,10239.9,892.805,285.664
90,10240,346.778,1023.67
91,10240,371.135,778.558
92,10240,394.206,849.022
93,10240,256.343,508.257
94,10239.9,346.768,1023.54
95,10240,763.641,1066.92
96,10240,1095.35,1167.06
97,10240,652.205,323.687
98,10240,384.8,693.244
99,10240,927.589,205.725
100,10240,418.681,926.214
101,10240,872.628,1156.08
102,10240,189.139,1243.24
103,10240,763.454,1065.88
104,10239.9,1072.16,703.003
105,10240,682.425,482.582
106,10240,633.605,737.935
107,10240,611.285,1034.61
108,10240,1044.91,697.157
109,10239.9,1072.55,703.094
110,10240,661.156,820.77
111,10240,652.226,323.69
112,10239.9,515.958,592.999
113,10240,633.605,737.935
114,10239.9,145.008,763.707
115,10240,452.011,401.98
116,10240,475.288,892.27
117,10240,1192.9,781.288
118,10239.9,652.265,323.689
119,10239.9,629.237,897.571
120,10240,896.768,398.873
121,10240,613.464,1031.09
122,10240,506.185,843.543
123,10240,1262.82,538.62
124,10240,1008.52,977.33
125,10239.9,346.765,1023.37
126,10240,731.589,216.709
127,10239.8,731.589,216.709
128,10240,994.497,457.386
129,10240,652.361,323.713
130,10239.9,941.114,501.967
131,10240,188.142,1242.52
132,10240,253.438,318.026
133,10240,927.641,235.449
134,10240,1072.67,702.42
135,10239.8,231.018,1115.47
136,10240,613.471,1030.97
137,10240,461.344,416.779
138,10240,385.171,535.978
139,10240,1007.99,977.997
140,10240,573.121,410.047
141,10240,1128.44,549.239
142,10239.9,243.144,427.544
143,10240,1179.25,123.409
144,10239.9,629.753,291.347
145,10240,145.086,998.627
146,10239.9,416.709,740.893
147,10239.8,731.589,216.709
148,10239.9,626.78,897.376
149,10240,1140.14,967.523
150,10240,270.538,203.178
151,10240,652.257,323.694
152,10239.8,346.768,1023.55
153,10240,643.413,185.13
154,10240,633.605,737.935
155,10240,254.694,334.206
156,10240,776.431,203.59
157,10240,251.932,324.656
158,10240,940.818,501.247
159,10240,456.737,914.756
160,10240,1046.56,3.12762
161,10240,940.154,499.667
162,10239.9,148.053,762.259
163,10240,252.066,322.931
164,10240,865.769,1165.34
165,10240,1028.8,803.148
166,10240,245.693,320.065
167,10239.9,1007.99,977.998
168,10240,339.027,25.4588
169,10240,872.604,1156.62
170,10240,648.289,1046.1
171,10240,252.002,325.856
172,10239.9,1007.99,977.965
173,10239.9,231.02,1115.47
174,10239.9,633.605,737.935
175,10240,629.205,897.571
176,10239.9,1072.33,702.988
177,10240,258.593,14.1085
178,10240,701.523,874.516
179,10240,247.385,425.381
180,10239.9,346.705,1022.9
181,10240,873.258,1156.27
182,10239.8,633.605,737.935
183,10240,469.097,567.74
184,10240,390.78,844.535
185,10240,814.131,1264.43
186,10240,17.5343,188.735
187,10240,530.765,1161.19
188,10239.9,633.032,733.033
189,10240,868.558,639.339
190,10239.9,269.747,667.649
191,10239.9,275.203,674.389
192,10240,478.736,877.579
193,10240,1018.56,1005.09
194,10240,1007.97,977.825
195,10240,731.589,216.709
196,10240,778.002,550.713
197,10240,504.993,588.715
198,10240,629.461,202.778
199,10240,423.026,749.758
200,10239.9,642.236,311.349
201,10240,893.348,679.01
202,10240,1153.39,1250.91
203,10240,362.776,211.653
204,10239.9,633.605,737.935
205,10240,516.475,595.057
206,10239.8,633.605,737.935
207,10240,495.231,858.807
208,10240,242.636,848.031
209,10240,1075.33,498.984
210,10240,702.298,985.514
211,10240,652.359,323.694
212,10240,652.919,323.86
213,10240,90.3988,845.087
214,10239.9,231.017,1115.47
215,10239.9,633.605,737.935
216,10240,239.582,882.052
217,10240,251.052,420.905
218,10240,231.018,1115.47
219,10240,652.172,323.68
220,10240,252.443,327.818
221,10240,153.663,758.652
222,10239.8,633.605,737.935
223,10239.9,702.153,985.557
224,10239.9,245.899,433.123
225,10240,346.776,1023.68
226,10240,941.114,501.969
227,10240,1134.92,552.406
228,10240,941.093,501.856
229,10240,477.214,896.167
230,10239.8,652.269,323.688
231,10239.8,633.605,737.935
232,10240,876.273,657.729
233,10239.9,652.13,323.661
234,10240,1007.99,977.998
235,10239.9,1008.04,977.757
236,10239.9,633.212,733.862
237,10239.9,652.24,323.692
238,10239.9,732.644,1234.05
239,10239.9,927.636,206.606
240,10240,1008.13,978.399
241,10240,275.214,674.352
242,10239.9,765.861,1074.84
243,10240,652.364,323.712
244,10240,536.715,594.833
245,10239.9,896.174,396.838
246,10240,423.361,749.597
247,10239.9,1043.98,697.045
248,10240,122.237,208.129
249,10239.9,231.018,1115.47
250,10240,767.752,1085.73
251,10239.9,629.199,897.57
252,10239.9,1007.99,977.998
253,10240,619.502,688.143
254,10240,492.488,862.461
255,10240,164.174,995.016
