id,x coord,y coord,z coord
0,5119.79,705.804,396.9
1,5119.74,931.711,1061.74
2,5120,666.68,341.848
3,5119.99,615.151,636.024
4,5119.97,878.308,560.99
5,5119.12,432.736,866.039
6,5119.91,468.757,590.142
7,5119.99,1025.17,728.676
8,5119.82,877.35,778.103
9,5119.99,423.443,424.409
10,5119.91,80.33,463.552
11,5119.95,432.736,866.039
12,5119.89,216.576,348.901
13,5119.77,685.845,378.603
14,5119.76,705.979,396.901
15,5119.93,860.209,252.465
16,5120,931.711,1061.74
17,5119.85,756.941,634.064
18,5119.54,705.818,396.9
19,5119.96,613.03,631.946
20,5119.86,164.515,626.4
21,5119.75,783.799,864.779
22,5119.71,1025.17,728.659
23,5119.87,432.736,866.039
24,5119.99,1077.95,299.592
25,5119.81,931.711,1061.74
26,5119.91,678.852,232.057
27,5119.83,678.852,232.065
28,5119.98,423.443,424.409
29,5119.98,613.163,632.373
30,5119.62,1051.35,590.858
31,5119.92,423.443,424.409
32,5120,250.237,202.08
33,5120,1034.96,891.902
34,5120,878.308,560.99
35,5119.89,656.049,329.704
36,5119.73,216.574,348.782
37,5120,625.618,764.403
38,5119.68,666.166,341.013
39,5119.97,1024.8,914.344
40,5119.98,888.102,198.765
41,5119.94,877.35,778.098
42,5119.99,336.996,522.629
43,5119.94,682.917,372.276
44,5119.91,216.574,348.782
45,5119.94,432.736,866.039
46,5119.89,684.973,377.44
47,5119.69,256.743,1113.92
48,5119.77,250.237,202.08
49,5119.74,987.728,413.123
50,5119.75,878.388,561.871
51,5119.94,684.822,376.58
52,5119.81,793.839,488.045
53,5119.72,860.209,252.464
54,5119.71,706.255,396.905
55,5119.74,878.308,560.99
56,5119.98,1038.07,162.098
57,5119.24,1152.48,429.068
58,5119.65,877.35,778.104
59,5119.82,678.512,230.785
60,5119.76,468.757,590.142
61,5119.87,432.736,866.039
62,5119.95,567.08,759.762
63,5119.42,860.035,251.89
64,5119.93,401.044,236.661
65,5119.98,1109.86,1196.06
66,5119.99,622.923,1042.4
67,5119.87,878.309,561.001
68,5119.67,987.728,413.123
69,5119.91,401.057,236.661
70,5119.78,432.736,866.039
71,5120,468.757,590.142
