id,x coord,y coord,z coord
0,5119.79,706.995,396.946
1,5119.74,931.71,1061.74
2,5119.67,686.77,349.38
3,5119.99,615.208,636.486
4,5119.97,878.308,560.992
5,5119.12,432.736,866.039
6,5119.91,468.766,590.138
7,5119.99,1025.2,728.981
8,5119.82,877.352,778.298
9,5119.99,423.442,424.418
10,5119.91,121.078,499.435
11,5119.95,432.736,866.039
12,5119.89,253.11,383.942
13,5119.77,685.055,389.366
14,5119.76,709.06,397.526
15,5119.93,860.211,252.469
16,5120,931.898,1061.78
17,5119.85,758.679,634.145
18,5119.54,707.162,396.965
19,5119.96,615.179,599.493
20,5119.86,164.517,626.406
21,5119.75,783.799,864.773
22,5119.71,1025.21,728.595
23,5119.87,432.737,866.075
24,5119.99,1078.68,299.856
25,5119.81,931.709,1061.74
26,5119.91,678.745,231.247
27,5119.83,678.741,231.332
28,5119.98,423.443,424.411
29,5119.98,613.154,632.284
30,5119.62,1051.36,590.858
31,5119.92,423.443,424.409
32,5120,250.208,201.902
33,5119.78,1042.78,881.359
34,5120,878.308,560.99
35,5119.89,651.297,325.882
36,5119.73,216.574,348.823
37,5120,633.053,780.091
38,5119.68,681.362,350.7
39,5119.97,1024.11,911.168
40,5119.98,885.897,216.615
41,5119.94,877.35,777.914
42,5119.99,345,513.815
43,5119.94,688.057,382.407
44,5119.91,216.574,348.773
45,5119.94,432.736,866.039
46,5119.89,688.075,386.165
47,5119.69,256.742,1113.92
48,5119.77,250.232,202.084
49,5119.74,987.728,413.121
50,5119.75,893.715,639.729
51,5119.94,688.658,385.46
52,5119.81,794.972,488.05
53,5119.72,860.028,251.865
54,5119.71,712.45,398.273
55,5119.74,878.336,561.379
56,5119.98,1034.16,170.75
57,5119.24,1152.48,429.068
58,5119.65,877.354,778.347
59,5119.82,659.941,205.146
60,5119.76,468.767,590.139
61,5119.87,432.736,866.039
62,5119.95,559.324,761.568
63,5119.42,840.975,235.391
64,5119.93,400.89,236.661
65,5119.98,1069.2,1163.31
66,5119.99,621.636,1041.1
67,5119.87,887.029,606.988
68,5119.67,987.728,413.123
69,5119.91,402.224,236.67
70,5119.78,432.736,866.039
71,5120,468.736,590.15
72,5119.97,978.913,424.358
73,5120,931.709,1061.74
74,5120,85.7465,834.961
75,5119.75,877.343,777.375
76,5119.71,613.163,632.378
77,5119.93,910.762,323.357
78,5119.78,164.753,626.956
79,5119.81,1152.48,429.068
80,5119.97,696.493,345.385
81,5119.96,910.002,322.849
82,5119.75,256.806,1113.92
83,5119.93,1248.22,622.775
84,5120,286.627,661.083
85,5119.98,777.021,1002.67
86,5119.87,783.8,864.719
87,5119.88,243.351,809.045
88,5119.81,216.573,348.642
89,5119.99,903.5,158.866
90,5119.99,492.223,1115.4
91,5119.78,432.733,866.017
92,5119.79,432.766,866.516
93,5119.81,224.846,363.398
94,5119.99,289.507,887.555
95,5119.99,777.021,1002.67
96,5119.98,931.723,1061.73
97,5119.99,686.388,349.511
98,5119.83,396.026,674.554
99,5120,1034.02,169.867
100,5119.97,495.012,1114.74
101,5119.88,932.882,1069.19
102,5119.99,256.742,1113.92
103,5120,777.021,1002.67
104,5119.87,1017.19,908.3
105,5119.99,423.441,424.455
106,5119.77,615.153,636.09
107,5119.67,777.021,1002.67
108,5119.97,878.358,561.604
109,5119.84,1025.39,729.602
110,5119.95,783.821,864.801
111,5119.86,706.03,396.905
112,5119.97,613.158,632.31
113,5119.98,432.736,866.04
114,5119.88,177.931,946.155
115,5119.97,607.79,280.222
116,5119.73,484.74,1114.2
117,5119.98,1051.36,590.858
118,5119.66,706.919,396.938
119,5119.84,777.021,1002.67
120,5119.95,794.231,485.674
121,5119.98,524.666,929.223
122,5120,432.736,866.039
123,5119.95,1051.36,590.858
124,5119.91,1204.37,1005.51
125,5120,285.939,820.531
126,5119.68,682.328,350.449
127,5119.93,681.307,350.666
128,5119.99,910.199,322.945
129,5119.86,655.915,329.024
130,5119.84,910.317,323.009
131,5119.99,256.742,1113.92
132,5119.89,400.993,236.661
133,5119.81,900.675,132.379
134,5119.99,1051.36,590.858
135,5119.63,256.742,1113.92
136,5119.84,783.907,864.837
137,5119.99,423.443,424.412
138,5119.85,423.441,424.458
139,5119.99,1025.81,730.472
140,5119.92,570.336,247.293
141,5119.34,1152.48,429.068
142,5119.6,216.574,348.816
143,5119.82,1038.16,160.197
144,5119.81,688.75,385.34
145,5119.78,177.915,946.213
146,5119.59,394.483,677.749
147,5120,648.513,319.261
148,5119.72,432.736,866.039
149,5119.99,1200.4,993.852
150,5119.61,401.043,236.661
151,5119.67,705.544,396.876
152,5119.48,432.736,866.039
153,5119.79,688.044,382.792
154,5119.99,615.164,636.22
155,5120,423.443,424.409
156,5119.85,767.645,104.831
157,5119.54,400.892,236.661
158,5119.99,860.203,252.454
159,5119.85,432.736,866.039
160,5119.62,1051.66,74.5473
161,5119.77,860.137,252.268
162,5119.96,176.597,649.691
163,5119.6,400.934,236.661
164,5119.82,931.319,1061.89
165,5119.72,1243.3,718.355
166,5119.89,250.276,202.124
167,5119.89,931.714,1061.74
168,5119.98,256.742,1113.92
169,5119.95,932,1063.78
170,5119.99,777.021,1002.67
171,5119.63,400.849,236.662
172,5119.76,933.259,1060.32
173,5119.99,176.111,953.629
174,5119.99,615.151,636.046
175,5119.22,432.736,866.039
176,5119.99,1051.36,590.858
177,5119.76,256.742,1113.92
178,5119.84,698.761,826.65
179,5119.73,216.574,348.776
180,5119.8,282.803,819.605
181,5120,931.708,1061.74
182,5119.76,394.545,677.117
183,5120,336.614,520.481
184,5119.75,286.048,820.074
185,5119.77,930.415,1062.32
186,5119.63,400.506,236.735
187,5119.99,670.948,1048.23
188,5119.99,517.888,738.325
189,5119.98,878.308,560.993
190,5120,227.661,366.109
191,5119.62,210.878,695.919
192,5119.51,432.736,866.039
193,5119.82,931.712,1061.74
194,5119.89,1046.35,875.654
195,5119.95,707.53,397.02
196,5119.98,610.186,627.521
197,5119.95,336.585,536.512
198,5119.98,688.1,386.135
199,5119.67,468.743,590.146
200,5119.77,654.249,325.48
201,5120,973.256,886.372
202,5119.73,1040.53,151.165
203,5119.83,400.804,236.664
204,5119.81,613.161,632.329
205,5119.7,468.746,590.143
206,5119.98,615.152,636.066
207,5119.36,432.736,866.039
208,5119.88,289.897,883.905
209,5119.7,1152.48,429.066
210,5119.74,777.021,1002.67
211,5119.93,679.032,232.806
212,5119.4,706.471,396.912
213,5120,229.194,812.021
214,5119.87,256.741,1113.92
215,5119.78,615.167,636.251
216,5119.93,240.297,809.117
217,5119.99,216.574,348.788
218,5119.97,162.207,1012.54
219,5119.97,688.329,383.016
220,5119.55,401.066,236.661
221,5119.61,394.487,677.595
222,5119.67,615.91,638.069
223,5119.99,783.8,864.782
224,5119.99,216.574,348.802
225,5119.92,492.02,1115.41
226,5119.59,769.243,399.36
227,5119.99,1051.4,590.856
228,5119.88,708.938,337.861
229,5119.95,500.74,929.561
230,5119.76,682.15,350.466
231,5119.9,827.446,707.327
232,5119.9,878.308,560.99
233,5119.77,657.902,329.701
234,5119.84,931.712,1061.74
235,5119.99,1212.7,1036.14
236,5119.6,756.956,634.064
237,5119.83,706.577,396.917
238,5119.57,754.037,1171.51
239,5120,909.565,320.356
240,5119.67,1190.18,1081.74
241,5119.75,282.393,662.899
242,5119.83,754.038,1171.46
243,5119.86,706.821,396.931
244,5120,549.847,759.117
245,5119.78,720.845,43.084
246,5119.95,532.059,795.348
247,5119.76,878.308,560.991
248,5119.92,216.574,348.746
249,5119.79,176.24,952.556
250,5119.91,754.037,1171.5
251,5119.9,460.714,906.359
252,5119.91,1190.17,1081.74
253,5119.57,756.915,634.064
254,5119.41,432.736,866.039
255,5119.71,265.765,1112.81
256,5119.72,399.339,237.526
257,5119.63,256.746,1113.92
258,5119.95,878.308,560.99
259,5119.78,1152.48,429.068
260,5119.58,777.021,1002.67
261,5119.94,432.736,866.039
262,5119.71,216.574,348.711
263,5119.89,423.443,424.409
264,5119.88,101.818,481.048
265,5119.66,256.95,1113.92
266,5119.86,684.141,350.121
267,5119.83,256.751,1113.92
268,5119.17,432.736,866.039
269,5119.8,468.738,590.146
