t,Dx,Dy,Dz
0,0.0014816,3980.4,3946.46
44.3933,0.00736863,-0.126806,-0.169702
25592.8,0.599454,0.117543,-0.236301
51185.5,0.531165,0.0022486,-0.0506916
76778.3,0.528057,-0.156632,0.117597
102371,0.378214,0.160391,0.20806
127964,0.489896,0.076561,-0.0742903
153557,0.362854,-0.00254016,-0.0719291
179149,0.241691,0.00701614,-0.0383763
204742,0.550586,0.0479154,0.0821801
230335,-2.28558,-0.113987,0.00642503
255928,-1.7382,-0.00676667,0.0105009
281520,-0.105641,0.0122489,-0.0188103
307113,-0.000200947,0.0103657,-0.01317
332706,0,0.0080005,-0.00889298
358299,0,0.00659365,-0.00618174
383891,0,0.00497396,-0.00459636
409484,0,0.00351552,-0.00355931
435077,0,0.00247584,-0.00287486
460670,0,0.00165784,-0.00238317
486262,0,0.00126564,-0.00184204
511855,0,0.00104009,-0.00157153
537448,0,0.00108953,-0.00147627
563041,0,0.00123288,-0.001453
588633,0,0.00154472,-0.00157611
614226,0,0.00169175,-0.00151215
639819,-8.2103e-07,0.00167195,-0.00151598
665412,1.0909e-07,0.00179677,-0.00158039
691004,0,0.00164608,-0.00155213
716597,0,0.0016211,-0.00145874
742190,0,0.0017109,-0.00127448
767783,0,0.00158181,-0.00117445
793375,0,0.00163818,-0.00097496
818968,0,0.00159899,-0.000873562
844561,0,0.00162125,-0.000776906
870154,0,0.00156561,-0.000703226
895746,0,0.00164487,-0.000570704
921339,0,0.00158845,-0.00040406
946932,0,0.00161616,-0.000146594
972525,0,0.00167963,2.06487e-05
998117,0,0.00175713,0.000261399
1.02371e+06,0,0.00185268,0.000358249
1.0493e+06,0,0.00200726,0.000499332
1.0749e+06,0,0.00209674,0.000509257
1.10049e+06,0,0.00224193,0.000595375
1.12608e+06,0,0.0023564,0.000582307
1.15167e+06,0,0.00249002,0.000580001
1.17727e+06,0,0.00264987,0.000565411
1.20286e+06,0,0.00282507,0.000545847
1.22845e+06,0,0.00290121,0.00046542
1.25404e+06,0,0.00302802,0.00041496
1.27964e+06,0,0.00284528,0.000386864
1.30523e+06,0,0.00251429,0.00039344
1.33082e+06,0,0.00207967,0.00034861
1.35642e+06,0,0.00157446,0.000322594
1.38201e+06,0,0.00115757,0.000302503
1.4076e+06,0,0.000856763,0.000275516
1.43319e+06,0,0.000636554,0.000270877
1.45879e+06,0,0.00048252,0.000250508
1.48438e+06,0,0.000376654,0.000232418
1.50997e+06,0,0.000258864,0.000220829
1.53557e+06,0,0.000229451,0.000245462
1.56116e+06,0,0.000212196,0.000265698
1.58675e+06,0,0.000233244,0.000282255
1.61234e+06,0,0.000236745,0.000318888
1.63794e+06,0,0.000239743,0.000338544
1.66353e+06,0,0.000235679,0.000343532
1.68912e+06,0,0.000229211,0.000350556
1.71471e+06,0,0.000163059,0.000349119
1.74031e+06,0,0.000163147,0.000309833
1.7659e+06,0,0.000170635,0.000305885
1.79149e+06,0,0.000152622,0.000275728
1.81709e+06,0,0.000187073,0.000290546
1.84268e+06,0,0.000126674,0.00027366
1.86827e+06,0,9.56571e-05,0.000246962
1.89386e+06,0,6.49706e-05,0.000230797
1.91946e+06,0,5.50613e-05,0.000225885
1.94505e+06,0,1.60185e-05,0.000226933
1.97064e+06,0,5.85166e-06,0.000220508
1.99623e+06,0,2.77079e-07,0.000209763
2.02183e+06,0,-2.0494e-05,0.000198152
2.04742e+06,0,-2.82878e-05,0.00019649
2.07301e+06,0,-4.14272e-05,0.000181063
2.09861e+06,0,-4.0215e-05,0.000178948
2.1242e+06,0,-3.50996e-05,0.000180976
2.14979e+06,0,-4.59381e-05,0.000159871
2.17538e+06,0,-6.86434e-05,0.000156495
2.20098e+06,0,-7.79278e-05,0.000136209
2.22657e+06,0,-8.67684e-05,0.000133361
2.25216e+06,0,-0.000102124,0.000124
2.27776e+06,0,-0.00010617,0.000114738
2.30335e+06,0,-0.000105051,0.00011286
2.32894e+06,0,-0.000107576,0.000109937
2.35453e+06,0,-0.000104697,0.000117895
2.38013e+06,0,-9.41089e-05,0.000118142
2.40572e+06,0,-9.36743e-05,0.000119957
2.43131e+06,0,-8.45809e-05,0.000118281
2.4569e+06,0,-9.20149e-05,0.000113506
2.4825e+06,0,-9.55353e-05,0.000108782
2.50809e+06,0,-9.46303e-05,9.15463e-05
2.53368e+06,0,-9.95242e-05,8.12799e-05
2.55928e+06,0,-0.000110298,6.49658e-05
