id,x coord,y coord,z coord
0,5119.79,706.683,396.922
1,5119.74,931.71,1061.74
2,5119.67,681.199,350.691
3,5119.99,615.171,636.277
4,5119.97,878.308,560.991
5,5119.12,432.736,866.039
6,5119.91,468.762,590.14
7,5119.99,1025.19,728.887
8,5119.82,877.351,778.221
9,5119.99,423.443,424.411
10,5119.91,114.832,494.104
11,5119.95,432.736,866.039
12,5119.89,238.359,373.545
13,5119.77,687.117,387.276
14,5119.76,708.254,397.197
15,5119.93,860.21,252.467
16,5120,931.783,1061.76
17,5119.85,757.986,634.088
18,5119.54,706.81,396.931
19,5119.96,611.133,608.998
20,5119.86,164.515,626.401
21,5119.75,783.799,864.776
22,5119.71,1025.19,728.615
23,5119.87,432.736,866.047
24,5119.99,1078.47,299.804
25,5119.81,931.71,1061.74
26,5119.91,678.79,231.453
27,5119.83,678.788,231.519
28,5119.98,423.443,424.409
29,5119.98,613.16,632.325
30,5119.62,1051.36,590.858
31,5119.92,423.443,424.409
32,5120,250.223,201.989
33,5119.78,1041.62,882.822
34,5120,878.308,560.99
35,5119.89,653.396,326.038
36,5119.73,216.574,348.803
37,5120,631.138,778.263
38,5119.68,677.579,350.755
39,5119.97,1024.31,911.602
40,5119.98,883.198,215.341
41,5119.94,877.35,777.987
42,5119.99,342.291,515.47
43,5119.94,687.946,381.391
44,5119.91,216.574,348.777
45,5119.94,432.736,866.039
46,5119.89,688.898,384.674
47,5119.69,256.743,1113.92
48,5119.77,250.234,202.082
49,5119.74,987.728,413.122
50,5119.75,893.224,636.238
51,5119.94,688.713,384.08
52,5119.81,794.625,488.049
53,5119.72,860.125,252.22
54,5119.71,710.736,398.157
55,5119.74,878.316,561.135
56,5119.98,1034.73,169.673
57,5119.24,1152.48,429.068
58,5119.65,877.351,778.251
59,5119.82,667.837,214.799
60,5119.76,468.762,590.141
61,5119.87,432.736,866.039
62,5119.95,560.56,761.568
63,5119.42,844.515,238.401
64,5119.93,400.952,236.661
65,5119.98,1073.46,1167.69
66,5119.99,622.058,1041.46
67,5119.87,882.599,586.766
68,5119.67,987.728,413.123
69,5119.91,401.752,236.662
70,5119.78,432.736,866.039
71,5120,468.746,590.146
72,5119.97,983.338,418.585
73,5120,931.71,1061.74
74,5120,83.6741,834.562
75,5119.75,877.348,777.658
76,5119.71,613.163,632.376
77,5119.93,910.413,323.154
78,5119.78,164.571,626.566
79,5119.81,1152.48,429.068
80,5119.97,688.761,348.727
81,5119.96,909.892,322.109
82,5119.75,256.769,1113.92
83,5119.93,1254.85,614.112
84,5120,286.328,661.124
85,5119.98,777.021,1002.67
86,5119.87,783.799,864.75
87,5119.88,244.197,809.3
88,5119.81,216.573,348.709
89,5119.99,903.658,154.743
90,5119.99,492.078,1115.39
91,5119.78,432.736,866.034
92,5119.79,432.74,866.14
93,5119.81,218.996,355.922
94,5119.99,289.575,886.285
95,5119.99,777.021,1002.67
96,5119.98,931.716,1061.74
97,5119.99,680.951,350.749
98,5119.83,395.662,675.079
99,5120,1035.19,168.76
100,5119.97,493.978,1115.04
101,5119.88,932.164,1064.64
102,5119.99,256.742,1113.92
103,5120,777.021,1002.67
104,5119.87,1019.5,909.295
105,5119.99,423.442,424.422
106,5119.77,615.152,636.06
107,5119.67,777.021,1002.67
108,5119.97,878.322,561.218
109,5119.84,1025.28,729.324
110,5119.95,783.806,864.79
111,5119.86,705.949,396.902
112,5119.97,613.161,632.339
113,5119.98,432.736,866.039
114,5119.88,177.528,947.975
115,5119.97,616.822,286.964
116,5119.73,486.57,1114.67
117,5119.98,1051.36,590.858
118,5119.66,706.625,396.918
119,5119.84,777.021,1002.67
120,5119.95,794.101,486.236
121,5119.98,519.767,930.289
122,5120,432.736,866.039
123,5119.95,1051.36,590.858
124,5119.91,1206.32,1011.67
125,5120,285.853,820.359
126,5119.68,678.224,350.774
127,5119.93,677.542,350.714
128,5119.99,910.03,322.887
129,5119.86,655.985,329.346
130,5119.84,910.11,322.928
131,5119.99,256.742,1113.92
132,5119.89,401.014,236.661
133,5119.81,900.496,130.717
134,5119.99,1051.36,590.858
135,5119.63,256.742,1113.92
136,5119.84,783.833,864.808
137,5119.99,423.443,424.41
138,5119.85,423.442,424.423
139,5119.99,1025.65,729.935
140,5119.92,574.934,253.245
141,5119.34,1152.48,429.068
142,5119.6,216.574,348.8
143,5119.82,1038.17,160.145
144,5119.81,688.68,383.976
145,5119.78,177.522,948.024
146,5119.59,394.486,677.71
147,5120,650.192,320.835
148,5119.72,432.736,866.039
149,5119.99,1202,998.577
150,5119.61,401.044,236.661
151,5119.67,705.58,396.889
152,5119.48,432.736,866.039
153,5119.79,687.937,381.73
154,5119.99,615.155,636.131
155,5120,423.443,424.409
156,5119.85,758.465,92.8494
157,5119.54,400.954,236.661
158,5119.99,860.206,252.46
159,5119.85,432.736,866.039
160,5119.62,1051.66,74.5532
161,5119.77,860.176,252.384
162,5119.96,168.279,635.471
163,5119.6,400.979,236.661
164,5119.82,931.56,1061.8
165,5119.72,1243.75,719.123
166,5119.89,250.256,202.103
167,5119.89,931.712,1061.74
168,5119.98,256.743,1113.92
169,5119.95,931.822,1062.52
170,5119.99,777.021,1002.67
171,5119.63,400.928,236.661
172,5119.76,932.307,1061.2
173,5119.99,176.072,954.335
174,5119.99,615.151,636.035
175,5119.22,432.736,866.039
176,5119.99,1051.36,590.858
177,5119.76,256.742,1113.92
178,5119.84,698.754,826.642
179,5119.73,216.574,348.778
180,5119.8,283.317,819.645
181,5120,931.71,1061.74
182,5119.76,394.516,677.317
183,5120,336.751,521.204
184,5119.75,285.927,820.086
185,5119.77,931.212,1061.96
186,5119.63,400.722,236.672
187,5119.99,670.725,1048.1
188,5119.99,524.521,741.946
189,5119.98,878.308,560.991
190,5120,219.88,357.384
191,5119.62,210.219,695.14
192,5119.51,432.736,866.039
193,5119.82,931.711,1061.74
194,5119.89,1044.95,877.091
195,5119.95,707.09,396.957
196,5119.98,610.647,629.645
197,5119.95,336.591,535.915
198,5119.98,688.89,384.65
199,5119.67,468.75,590.144
200,5119.77,655.03,325.862
201,5120,977.402,889.166
202,5119.73,1040.49,151.446
203,5119.83,400.9,236.661
204,5119.81,613.162,632.35
205,5119.7,468.751,590.143
206,5119.98,615.151,636.046
207,5119.36,432.736,866.039
208,5119.88,290.099,882.76
209,5119.7,1152.48,429.068
210,5119.74,777.021,1002.67
211,5119.93,678.957,232.653
212,5119.4,706.285,396.906
213,5120,231.228,811.193
214,5119.87,256.742,1113.92
215,5119.78,615.157,636.148
216,5119.93,241.29,809.349
217,5119.99,216.574,348.785
218,5119.97,162.214,1012
219,5119.97,688.131,381.927
220,5119.55,401.058,236.661
221,5119.61,394.488,677.614
222,5119.67,615.418,637.147
223,5119.99,783.799,864.78
224,5119.99,216.574,348.792
225,5119.92,491.94,1115.4
226,5119.59,747.42,397.161
227,5119.99,1051.38,590.857
228,5119.88,701.866,342.422
229,5119.95,496.153,927.806
230,5119.76,678.104,350.746
231,5119.9,827.485,707.603
232,5119.9,878.308,560.99
233,5119.77,657.137,329.784
234,5119.84,931.711,1061.74
235,5119.99,1215.03,1049.38
236,5119.6,756.942,634.064
237,5119.83,706.365,396.908
238,5119.57,754.037,1171.52
239,5120,909.574,320.341
240,5119.67,1190.18,1081.74
241,5119.75,283.042,662.705
242,5119.83,754.037,1171.49
243,5119.86,706.551,396.915
244,5120,553.095,760.407
245,5119.78,718.091,39.7656
246,5119.95,529.457,796.96
247,5119.76,878.308,560.99
248,5119.92,216.574,348.763
249,5119.79,176.129,953.419
250,5119.91,754.037,1171.51
251,5119.9,445.558,891.2
252,5119.91,1190.18,1081.74
253,5119.57,756.918,634.064
254,5119.41,432.736,866.039
255,5119.71,260.881,1113.59
256,5119.72,400.009,237.498
257,5119.63,256.744,1113.92
258,5119.95,878.308,560.99
259,5119.78,1152.48,429.068
260,5119.58,777.021,1002.67
261,5119.94,432.736,866.039
262,5119.71,216.574,348.745
263,5119.89,423.443,424.409
264,5119.88,96.1305,475.142
265,5119.66,256.83,1113.92
266,5119.86,679.471,350.908
267,5119.83,256.746,1113.92
268,5119.17,432.736,866.039
269,5119.8,468.747,590.144
270,5119.86,320.833,643.721
271,5119.74,756.925,634.064
272,5119.99,266.872,1112.85
273,5119.67,269.948,1111.75
274,5119.84,1027.74,178.567
275,5119.7,878.308,560.99
276,5119.94,423.442,424.421
277,5119.99,1038.11,161.763
278,5119.28,432.736,866.039
279,5119.84,401.001,236.661
