id,x coord,y coord,z coord
0,5119.79,706.128,396.902
1,5119.74,931.711,1061.74
2,5119.67,672.744,348.955
3,5119.99,615.152,636.065
4,5119.97,878.308,560.99
5,5119.12,432.736,866.039
6,5119.91,468.758,590.142
7,5119.99,1025.17,728.741
8,5119.82,877.35,778.128
9,5119.99,423.443,424.409
10,5119.91,97.1271,476.316
11,5119.95,432.736,866.039
12,5119.89,217.347,351.997
13,5119.77,688.418,382.957
14,5119.76,706.819,396.931
15,5119.93,860.209,252.465
16,5120,931.715,1061.74
17,5119.85,757.159,634.065
18,5119.54,706.184,396.903
19,5119.96,609.11,625.502
20,5119.86,164.515,626.4
21,5119.75,783.799,864.779
22,5119.71,1025.17,728.646
23,5119.87,432.736,866.039
24,5119.99,1078.13,299.691
25,5119.81,931.711,1061.74
26,5119.91,678.841,231.828
27,5119.83,678.84,231.858
28,5119.98,423.443,424.409
29,5119.98,613.163,632.366
30,5119.62,1051.35,590.858
31,5119.92,423.443,424.409
32,5120,250.235,202.068
33,5120,1039.53,885.876
34,5120,878.308,560.99
35,5119.89,655.572,327.876
36,5119.73,216.574,348.785
37,5120,628.076,772.942
38,5119.68,671.098,347.819
39,5119.97,1024.63,912.771
40,5119.98,882.46,211.643
41,5119.94,877.35,778.075
42,5119.99,338.013,519.146
43,5119.94,686.206,378.96
44,5119.91,216.574,348.781
45,5119.94,432.736,866.039
46,5119.89,688.083,381.26
47,5119.69,256.743,1113.92
48,5119.77,250.236,202.081
49,5119.74,987.728,413.123
50,5119.75,888.758,614.375
51,5119.94,688.025,380.851
52,5119.81,794.083,488.046
53,5119.72,860.201,252.448
54,5119.71,707.905,397.099
55,5119.74,878.308,560.997
56,5119.98,1036.31,165.426
57,5119.24,1152.48,429.068
58,5119.65,877.35,778.135
59,5119.82,676.214,226.306
60,5119.76,468.758,590.142
61,5119.87,432.736,866.039
62,5119.95,563.451,761.068
63,5119.42,855.016,248.038
64,5119.93,401.025,236.661
65,5119.98,1096.62,1186.17
66,5119.99,622.677,1042.07
67,5119.87,878.472,562.531
68,5119.67,987.728,413.123
69,5119.91,401.198,236.661
70,5119.78,432.736,866.039
71,5120,468.755,590.143
72,5119.97,987.47,413.408
73,5120,931.711,1061.74
74,5120,80.2665,833.799
75,5119.75,877.35,778
76,5119.71,613.163,632.374
77,5119.93,909.901,322.226
78,5119.78,164.516,626.404
79,5119.81,1152.48,429.068
80,5119.97,675.646,350.508
81,5119.96,909.712,320.938
82,5119.75,256.745,1113.92
83,5119.93,1257.38,598.802
84,5120,285.759,661.174
85,5119.98,777.021,1002.67
86,5119.87,783.799,864.776
87,5119.88,246.825,810.184
88,5119.81,216.574,348.771
89,5119.99,902.585,142.279
90,5119.99,491.866,1115.38
91,5119.78,432.736,866.039
92,5119.79,432.736,866.04
93,5119.81,216.759,349.689
94,5119.99,290.106,882.975
95,5119.99,777.021,1002.67
96,5119.98,931.711,1061.74
97,5119.99,672.628,348.884
98,5119.83,394.611,676.758
99,5120,1036.56,164.833
100,5119.97,492.466,1115.33
101,5119.88,931.737,1061.9
102,5119.99,256.743,1113.92
103,5120,777.021,1002.67
104,5119.87,1022.95,910.903
105,5119.99,423.443,424.409
106,5119.77,615.151,636.029
107,5119.67,777.021,1002.67
108,5119.97,878.309,561.002
109,5119.84,1025.18,728.893
110,5119.95,783.8,864.781
