t,Dx,Dy,Dz
0,0.00144377,4002.31,3921.04
44.3933,0.00720263,0.0607608,-0.104088
25592.8,0.468255,0.22373,0.0149686
51185.5,0.653619,-0.0824472,0.0210878
76778.3,0.487939,0.137549,-0.0129704
102371,0.759588,-0.0190602,0.0348201
127964,0.465298,-0.041643,-0.0488257
153557,0.410895,0.0676996,-0.0431786
179149,0.648869,0.0614368,0.0158077
204742,0.12252,-0.0451368,0.0568022
230335,-1.96418,-0.0795152,0.00126743
255928,-1.79484,-0.00823089,0.0146248
281520,-0.146426,0.00325218,0.0288152
307113,0,0.00566712,0.0196519
332706,0,0.0043661,0.0182208
358299,5.70626e-08,0.0037352,0.0170105
383891,0,0.00359413,0.0161768
409484,0,0.00404135,0.0153688
435077,0,0.00438938,0.014339
460670,0,0.00454366,0.0132423
486262,0,0.00460062,0.0125455
511855,0,0.00446666,0.0117072
537448,0,0.00431032,0.0106485
563041,0,0.00405814,0.0094072
588633,0,0.00381499,0.00818718
614226,0,0.00367242,0.00715235
639819,0,0.00368539,0.00630764
665412,0,0.00361318,0.00564873
691004,0,0.00346093,0.00500294
716597,0,0.00326289,0.00433465
742190,0,0.00311956,0.00384557
767783,0,0.00281762,0.00360594
793375,0,0.00263202,0.00337101
818968,0,0.00257203,0.00337849
844561,0,0.00243895,0.00325755
870154,0,0.00235134,0.00318157
895746,0,0.00217377,0.00301864
921339,0,0.00209452,0.00285703
946932,0,0.00187021,0.00287508
972525,0,0.00178614,0.00271415
998117,0,0.00170142,0.00253713
1.02371e+06,0,0.00166119,0.00236049
1.0493e+06,0,0.00173006,0.00205113
1.0749e+06,0,0.00182364,0.00177789
1.10049e+06,0,0.00184754,0.00158624
1.12608e+06,0,0.00184725,0.00145867
1.15167e+06,0,0.00196672,0.0012329
1.17727e+06,0,0.00203268,0.00109485
1.20286e+06,0,0.00200944,0.000913188
1.22845e+06,0,0.00202132,0.000936156
1.25404e+06,0,0.00212428,0.000943796
1.27964e+06,0,0.002166,0.00102329
1.30523e+06,0,0.00217148,0.00109604
1.33082e+06,0,0.00215202,0.00125143
1.35642e+06,0,0.00220951,0.00133702
1.38201e+06,0,0.00222788,0.00137454
1.4076e+06,0,0.00224394,0.00138572
1.43319e+06,0,0.00226662,0.00140078
1.45879e+06,0,0.00225093,0.00138216
1.48438e+06,0,0.00222691,0.00136718
1.50997e+06,0,0.00218036,0.00127609
1.53557e+06,0,0.00221048,0.00112708
1.56116e+06,0,0.00219868,0.00105093
1.58675e+06,0,0.0020644,0.00098121
1.61234e+06,0,0.00208762,0.000959325
1.63794e+06,0,0.00207653,0.000892413
1.66353e+06,0,0.00207613,0.000772183
1.68912e+06,0,0.0020812,0.000637141
1.71471e+06,0,0.00205987,0.000538006
1.74031e+06,0,0.00195588,0.000461077
1.7659e+06,0,0.00199727,0.000431927
1.79149e+06,0,0.00203855,0.000408396
1.81709e+06,0,0.0020518,0.000400919
1.84268e+06,0,0.00199096,0.000378035
1.86827e+06,0,0.00199382,0.000383786
1.89386e+06,0,0.00188503,0.000363821
1.91946e+06,0,0.00178184,0.000331971
1.94505e+06,0,0.00166734,0.000301581
1.97064e+06,0,0.00150277,0.000262755
1.99623e+06,0,0.00136302,0.000211534
2.02183e+06,0,0.0012337,0.000160847
2.04742e+06,0,0.00106833,0.000122238
2.07301e+06,0,0.000952657,8.37403e-05
2.09861e+06,0,0.000822849,5.17687e-05
2.1242e+06,0,0.000717045,3.14286e-05
2.14979e+06,0,0.000629261,4.11204e-05
2.17538e+06,0,0.000566513,3.22945e-05
2.20098e+06,0,0.000504438,4.137e-05
2.22657e+06,0,0.000434359,4.01738e-05
2.25216e+06,0,0.000404847,4.17218e-05
2.27776e+06,0,0.000360275,5.07203e-05
2.30335e+06,0,0.000341041,5.01084e-05
2.32894e+06,0,0.000307065,4.70132e-05
2.35453e+06,0,0.000295289,5.49139e-05
2.38013e+06,0,0.000259794,5.56594e-05
2.40572e+06,0,0.000247674,5.14572e-05
2.43131e+06,0,0.00024182,5.86058e-05
2.4569e+06,0,0.000225206,5.52407e-05
2.4825e+06,0,0.000216093,5.87026e-05
2.50809e+06,0,0.000206047,6.81437e-05
2.53368e+06,0,0.000199694,6.28821e-05
2.55928e+06,0,0.000192016,6.85225e-05
