t,Dx,Dy,Dz
0,0.00121912,3958.22,3963.48
44.3933,0.00606399,0.00201802,-0.00426322
25592.8,0.515311,-0.101048,-0.043793
51185.5,0.550009,-0.0474562,-0.0110839
76778.3,0.55345,0.136953,-0.0969988
102371,0.557115,-0.0966702,0.0110314
127964,0.496792,-0.0376299,0.197026
153557,0.476553,-0.00764558,0.0077543
179149,0.67781,0.109396,-0.0843354
204742,0.465566,-0.0382932,-0.0304979
230335,-2.42932,-0.0339665,-0.0630256
255928,-1.8478,-0.0186782,-0.031063
281520,-0.172932,0.00664524,0.00325264
307113,-0.000455472,0.0124684,0.0139376
332706,0,0.0092416,0.0148232
358299,0,0.00716201,0.0145173
383891,0,0.00562725,0.0137351
409484,0,0.00456006,0.0125761
435077,0,0.00372792,0.0118438
460670,0,0.00292061,0.0108058
486262,0,0.00223113,0.00984995
511855,0,0.00194775,0.00952634
537448,0,0.00152292,0.0095092
563041,0,0.000845554,0.00923788
588633,0,0.000449563,0.00883706
614226,0,0.000190796,0.00815824
639819,0,7.83666e-05,0.00766456
665412,0,-8.69539e-05,0.00716262
691004,0,-0.000378609,0.00674991
716597,0,-0.000623993,0.00603811
742190,0,-0.000872649,0.00545978
767783,0,-0.0011237,0.00497709
793375,0,-0.0012319,0.00456336
818968,0,-0.00132985,0.00417588
844561,0,-0.00139337,0.00392004
870154,0,-0.0014209,0.00354938
895746,0,-0.0013768,0.00311518
921339,0,-0.00144793,0.00262508
946932,0,-0.0014091,0.00224091
972525,0,-0.00133869,0.0020172
998117,0,-0.00130861,0.00176135
1.02371e+06,0,-0.00117181,0.00158066
1.0493e+06,0,-0.00105023,0.00148193
1.0749e+06,0,-0.000814973,0.00135034
1.10049e+06,0,-0.00074665,0.00125338
1.12608e+06,0,-0.000705387,0.00123067
1.15167e+06,0,-0.000619938,0.00116536
1.17727e+06,0,-0.000485443,0.00113125
1.20286e+06,0,-0.00042801,0.00101554
1.22845e+06,0,-0.000306512,0.000912168
1.25404e+06,0,-0.000162431,0.000843399
1.27964e+06,0,-7.76133e-06,0.000813797
1.30523e+06,0,6.70172e-05,0.000811458
1.33082e+06,0,6.94527e-05,0.000737064
1.35642e+06,0,9.92061e-05,0.000661936
1.38201e+06,0,0.000157936,0.000648753
1.4076e+06,0,0.000263438,0.000640302
1.43319e+06,0,0.000371081,0.000662428
1.45879e+06,0,0.000420408,0.000632786
1.48438e+06,0,0.000437308,0.000590328
1.50997e+06,0,0.000444437,0.000568856
1.53557e+06,0,0.000471922,0.000532634
1.56116e+06,0,0.000462951,0.000530104
1.58675e+06,0,0.000433257,0.000495706
1.61234e+06,0,0.000429272,0.000466949
1.63794e+06,0,0.000414898,0.000460586
1.66353e+06,0,0.000384779,0.000463136
1.68912e+06,0,0.000393504,0.000460411
1.71471e+06,0,0.000375824,0.000487608
1.74031e+06,0,0.000362088,0.000498374
1.7659e+06,0,0.000314776,0.000462026
1.79149e+06,0,0.000239739,0.000393133
1.81709e+06,0,0.000184151,0.000347161
1.84268e+06,0,0.000121979,0.000282572
1.86827e+06,0,8.35675e-05,0.000224487
1.89386e+06,0,7.10798e-05,0.000170813
1.91946e+06,0,4.51376e-05,0.00014129
1.94505e+06,0,3.16901e-05,0.000115395
1.97064e+06,0,5.63264e-06,0.000104641
1.99623e+06,0,-4.01194e-05,9.46541e-05
2.02183e+06,0,-1.84376e-05,7.58372e-05
2.04742e+06,0,-7.08267e-05,5.27646e-05
2.07301e+06,0,-5.82509e-05,2.91454e-05
2.09861e+06,0,-6.25355e-05,-6.51336e-06
2.1242e+06,0,-0.000103842,-1.4159e-05
2.14979e+06,0,-9.46331e-05,-2.02346e-05
2.17538e+06,0,-0.000115114,-1.71255e-05
2.20098e+06,0,-9.60221e-05,-4.49511e-06
2.22657e+06,0,-8.39026e-05,-1.61159e-05
2.25216e+06,0,-0.000112218,-3.22088e-05
2.27776e+06,0,-0.0001234,-4.77531e-05
2.30335e+06,0,-0.00012177,-6.53482e-05
2.32894e+06,0,-0.000122934,-6.01353e-05
2.35453e+06,0,-0.000118086,-8.44626e-05
2.38013e+06,0,-0.000105426,-9.98581e-05
2.40572e+06,0,-8.08734e-05,-0.000110152
2.43131e+06,0,-7.45155e-05,-0.000126799
2.4569e+06,0,-5.6479e-05,-0.000130701
2.4825e+06,0,-4.88664e-05,-0.000127542
2.50809e+06,0,-3.28722e-05,-0.000115249
2.53368e+06,0,-3.32939e-05,-9.48627e-05
2.55928e+06,0,-2.39146e-05,-7.94281e-05
