id,x coord,y coord,z coord
0,5119.79,706.192,396.903
1,5119.74,931.711,1061.74
2,5119.67,673.959,349.676
3,5119.99,615.152,636.079
4,5119.97,878.308,560.99
5,5119.12,432.736,866.039
6,5119.91,468.758,590.142
7,5119.99,1025.17,728.756
8,5119.82,877.35,778.136
9,5119.99,423.443,424.409
10,5119.91,100.038,479.434
11,5119.95,432.736,866.039
12,5119.89,217.856,353.362
13,5119.77,688.569,383.55
14,5119.76,706.985,396.946
15,5119.93,860.209,252.465
16,5120,931.717,1061.74
17,5119.85,757.226,634.065
18,5119.54,706.256,396.905
19,5119.96,608.656,624.166
20,5119.86,164.515,626.4
21,5119.75,783.799,864.779
22,5119.71,1025.17,728.643
23,5119.87,432.736,866.039
24,5119.99,1078.16,299.707
25,5119.81,931.711,1061.74
26,5119.91,678.837,231.784
27,5119.83,678.836,231.818
28,5119.98,423.443,424.409
29,5119.98,613.163,632.363
30,5119.62,1051.35,590.858
31,5119.92,423.443,424.409
32,5120,250.234,202.063
33,5119.78,1040.29,885.074
34,5120,878.308,560.99
35,5119.89,655.412,327.374
36,5119.73,216.574,348.786
37,5120,628.464,773.83
38,5119.68,671.864,348.384
39,5119.97,1024.6,912.589
40,5119.98,882.464,212.394
41,5119.94,877.35,778.067
42,5119.99,338.383,518.636
43,5119.94,686.69,379.323
44,5119.91,216.574,348.781
45,5119.94,432.736,866.039
46,5119.89,688.162,381.744
47,5119.69,256.743,1113.92
48,5119.77,250.236,202.081
49,5119.74,987.728,413.123
50,5119.75,890.172,620.921
51,5119.94,688.092,381.309
52,5119.81,794.139,488.047
53,5119.72,860.197,252.439
54,5119.71,708.229,397.189
55,5119.74,878.309,561.002
56,5119.98,1036.2,165.977
57,5119.24,1152.48,429.068
58,5119.65,877.35,778.145
59,5119.82,675.495,225.202
60,5119.76,468.758,590.142
61,5119.87,432.736,866.039
62,5119.95,563.041,761.121
63,5119.42,853.602,247.06
64,5119.93,401.019,236.661
65,5119.98,1092.56,1183.03
66,5119.99,622.616,1042
67,5119.87,878.619,563.519
68,5119.67,987.728,413.123
69,5119.91,401.242,236.661
70,5119.78,432.736,866.039
71,5120,468.755,590.143
72,5119.97,987.265,413.611
73,5120,931.711,1061.74
74,5120,80.635,833.871
