t,Dx,Dy,Dz
0,0.000454787,13505.7,13434.8
12.8905,0.00227409,0.210151,0.136995
102395,1.96237,-0.0472515,-0.026641
204791,2.54807,0.0334875,0.0222067
307186,2.82457,0.051965,0.0850516
409581,2.31485,0.0146095,-0.00322486
511977,2.45755,-0.00792868,0.0173542
614372,2.90206,-0.0391944,0.00641387
716767,2.59953,0.01394,0.047894
819163,3.08752,0.0311261,0.0253088
921558,2.69089,0.0789067,0.0713727
1.02395e+06,2.96633,0.0534088,0.0390338
1.12635e+06,2.52679,0.0488817,-0.00562243
1.22874e+06,2.58728,0.00542805,0.0407745
1.33114e+06,3.11389,0.0214568,0.0569958
1.43353e+06,2.23854,0.0134115,0.0190661
1.53593e+06,2.70163,-0.0252107,0.0648736
1.63833e+06,1.97182,0.0183657,0.0172474
1.74072e+06,2.7795,0.0387005,0.0230825
1.84312e+06,2.62211,0.0153955,-0.0163342
1.94551e+06,2.39824,0.0476589,-0.018755
2.04791e+06,2.76945,0.0337673,0.0254631
2.1503e+06,0.642181,0.0457205,0.0129013
2.2527e+06,0.0121166,0.0263942,0.0551721
2.35509e+06,-1.25919,0.01063,0.020917
2.45749e+06,-2.17433,0.031885,-0.011159
2.55988e+06,-4.99014,0.0204109,-0.0260966
2.66228e+06,-6.24887,0.04037,0.0207894
2.76467e+06,-7.13588,0.0159829,0.022012
2.86707e+06,-6.88517,0.0347539,0.0169813
2.96946e+06,-6.39731,-0.0135201,0.0146387
3.07186e+06,-5.53389,0.0118202,-0.00367761
3.17426e+06,-4.11028,0.000348569,0.00910447
3.27665e+06,-2.65458,-0.0166693,0.00785223
3.37905e+06,-2.25215,-0.00211264,0.00152789
3.48144e+06,-1.54585,-0.00354803,0.00240199
3.58384e+06,-1.0565,0.0024194,0.00388747
3.68623e+06,-0.789894,0.00772036,-0.00635925
3.78863e+06,-0.476043,-0.0037848,-0.00153658
3.89102e+06,-0.341446,-0.00113912,0.0039123
3.99342e+06,-0.251616,0.0016987,0.00249077
4.09581e+06,-0.124668,-0.00200765,0.00226042
4.19821e+06,-0.143125,-0.00191069,0.00281126
4.3006e+06,-0.120304,-0.00309151,-0.00130559
4.403e+06,-0.0308877,0.00119676,-2.80287e-05
4.50539e+06,-0.0346136,-0.000755466,0.00141576
4.60779e+06,-0.0754267,0.000563873,0.000202292
4.71019e+06,-0.0149832,0.000838143,-9.79738e-05
4.81258e+06,-0.00430945,0.000405921,0.00116709
4.91498e+06,-0.001012,0.000327548,0.000464421
5.01737e+06,-0.00210751,0.000255988,0.000299662
5.11977e+06,-0.000389548,-6.01932e-05,0.000804422
5.22216e+06,0,0.000165255,0.000158534
5.32456e+06,0,0.000106681,6.67512e-05
5.42695e+06,0,0.000237308,0.000136579
5.52935e+06,0,0.00027544,0.000152959
5.63174e+06,0,0.000221735,0.00017029
5.73414e+06,0,0.000219194,9.02835e-05
5.83653e+06,0,0.000206153,5.53053e-05
5.93893e+06,0,0.000118956,3.2297e-05
6.04132e+06,0,0.000118732,1.38648e-05
6.14372e+06,0,0.000278614,-8.89329e-06
6.24612e+06,0,0.00029713,-4.08548e-06
6.34851e+06,0,0.000240032,1.80608e-06
6.45091e+06,0,0.000238558,6.18857e-05
6.5533e+06,0,0.0001981,0.000104006
6.6557e+06,0,0.000169013,0.000140918
6.75809e+06,0,0.000132129,0.000175418
6.86049e+06,0,0.000126517,0.000232095
6.96288e+06,0,0.000117404,0.000311408
7.06528e+06,0,9.88187e-05,0.000434619
7.16767e+06,0,8.84569e-05,0.00053628
7.27007e+06,0,8.61143e-05,0.000592236
7.37246e+06,0,8.52685e-05,0.000657083
7.47486e+06,0,6.4751e-05,0.000797039
7.57725e+06,0,4.91601e-05,0.000857365
7.67965e+06,0,2.58598e-05,0.000876024
7.78204e+06,0,3.89233e-05,0.000882817
7.88444e+06,0,5.92856e-05,0.00083775
7.98684e+06,0,8.63333e-05,0.000761854
8.08923e+06,0,7.9599e-05,0.000694653
8.19163e+06,0,8.83141e-05,0.000663773
8.29402e+06,0,0.000136,0.000572347
8.39642e+06,0,0.000109002,0.000533307
8.49881e+06,0,7.16306e-05,0.000455048
8.60121e+06,0,6.4399e-05,0.000421837
8.7036e+06,0,5.25636e-05,0.000359875
8.806e+06,0,5.2305e-05,0.000274619
8.90839e+06,0,5.75011e-05,0.000225074
9.01079e+06,0,5.56778e-05,0.000184219
9.11318e+06,0,5.75599e-05,0.000132293
9.21558e+06,0,0.00010445,0.000128661
9.31797e+06,0,5.07341e-05,9.74676e-05
9.42037e+06,0,3.61962e-05,4.78227e-05
9.52277e+06,0,2.68008e-05,2.91301e-05
9.62516e+06,0,2.06561e-05,2.06626e-05
9.72756e+06,0,1.6005e-05,1.31348e-05
9.82995e+06,0,1.21085e-05,1.21434e-05
9.93235e+06,0,8.4455e-06,1.00691e-05
1.00347e+07,0,1.59515e-06,1.87454e-05
1.01371e+07,0,2.04755e-06,1.86126e-05
1.02395e+07,0,-5.71155e-07,4.68615e-06
