t,Dx,Dy,Dz
0,0.000545142,13527.5,13687.1
12.8905,0.00270013,-0.0454736,-0.190773
102395,2.47078,0.0356735,0.0825332
204791,2.0188,0.0982625,0.0270585
307186,2.17303,0.0601101,0.0511827
409581,2.85559,-0.0506561,0.0190876
511977,2.74972,-0.0236574,-0.0140661
614372,2.69069,0.000996551,0.00882493
716767,2.68817,0.000317555,0.0403172
819163,2.35305,-0.0151516,0.00584285
921558,2.39163,0.0890954,0.00894747
1.02395e+06,1.59268,0.0905085,0.0205242
1.12635e+06,2.41926,0.0283632,0.0375696
1.22874e+06,2.26846,0.00854336,0.0342609
1.33114e+06,2.73673,0.0650536,0.0473432
1.43353e+06,2.69536,0.0255634,-0.0137859
1.53593e+06,3.44813,0.0696167,0.020614
1.63833e+06,2.20847,0.0502805,0.0856116
1.74072e+06,2.88699,0.0460626,0.00822845
1.84312e+06,2.65683,0.0286085,0.0445978
1.94551e+06,1.82129,0.0217188,0.0301752
2.04791e+06,2.07524,0.0487578,0.0302249
2.1503e+06,1.4449,0.0154645,0.00334453
2.2527e+06,0.70222,0.0208422,-0.0048463
2.35509e+06,-1.83675,0.00558209,0.0279489
2.45749e+06,-3.22234,0.0305419,0.0658428
2.55988e+06,-5.34563,0.0686832,-0.0275979
2.66228e+06,-6.97446,-0.00283138,0.0188786
2.76467e+06,-6.79779,0.0590165,-0.00212092
2.86707e+06,-6.66216,0.027276,0.0250042
2.96946e+06,-5.80438,0.0281716,0.00223219
3.07186e+06,-4.9481,0.0113533,0.054055
3.17426e+06,-3.60977,0.0184267,0.003584
3.27665e+06,-2.42067,0.000553551,0.012041
3.37905e+06,-1.83422,-0.000982172,0.00807662
3.48144e+06,-1.18235,0.0106717,0.00694306
3.58384e+06,-0.748553,0.00987757,-0.000613756
3.68623e+06,-0.563034,0.00530138,0.0086453
3.78863e+06,-0.293875,-0.00081093,0.000915106
3.89102e+06,-0.235715,0.00525849,0.00745566
3.99342e+06,-0.143427,0.000783167,0.00132592
4.09581e+06,-0.075725,-0.00156955,0.000674758
4.19821e+06,-0.123053,0.00296897,0.00149202
4.3006e+06,-0.0260926,-0.000190813,0.000534614
4.403e+06,-0.0680893,0.00121329,0.00132598
4.50539e+06,-0.0287411,0.000362262,0.000502192
4.60779e+06,-0.019434,0.00146752,0.00101817
4.71019e+06,-0.0165153,0.000148876,0.00051057
4.81258e+06,-0.00575022,8.14665e-05,0.000137928
4.91498e+06,-0.0116319,0.000109742,0.000108069
5.01737e+06,-0.00543378,0.000266084,0.000204773
5.11977e+06,-0.0120439,0.000574071,0.0005039
5.22216e+06,-0.00346758,2.94079e-05,0.000218195
5.32456e+06,-0.00596414,9.55345e-05,4.27753e-06
5.42695e+06,-0.00362474,-0.000152701,3.78811e-05
5.52935e+06,-0.00301232,0.000157428,7.34849e-05
5.63174e+06,-0.000783766,-3.30514e-06,0.00014683
5.73414e+06,-0.00041621,0.000156417,0.00017365
5.83653e+06,0,2.39164e-05,0.0002227
5.93893e+06,0,2.65724e-05,0.000121394
6.04132e+06,0,1.65529e-05,0.000128125
6.14372e+06,0,1.4666e-05,0.000111989
6.24612e+06,0,-5.66104e-05,4.98533e-05
6.34851e+06,0,-8.20536e-06,5.45898e-05
6.45091e+06,0,-6.64132e-06,4.59271e-05
6.5533e+06,0,-1.60187e-05,-7.61365e-05
6.6557e+06,0,-7.91999e-05,-6.03007e-05
6.75809e+06,0,-9.07322e-05,-3.07083e-05
6.86049e+06,0,-6.1731e-05,-2.55303e-05
6.96288e+06,0,-0.000100114,-3.38313e-05
7.06528e+06,0,-9.14784e-05,-3.93137e-05
7.16767e+06,0,-4.97429e-05,-8.28145e-07
7.27007e+06,0,-1.67907e-05,1.9331e-05
7.37246e+06,0,-2.83237e-05,4.16501e-05
7.47486e+06,0,-5.47391e-05,5.83328e-05
7.57725e+06,0,-4.91513e-05,4.7026e-05
7.67965e+06,0,-2.95907e-05,1.66353e-05
7.78204e+06,0,-4.47428e-05,2.13813e-05
7.88444e+06,0,-5.75387e-05,6.25623e-06
7.98684e+06,0,-6.63692e-05,5.42128e-06
8.08923e+06,0,-5.60552e-05,2.95876e-05
8.19163e+06,0,-4.22068e-05,4.79616e-05
8.29402e+06,0,-1.56587e-05,6.03993e-05
8.39642e+06,0,-3.92446e-06,5.29904e-05
8.49881e+06,0,8.7834e-06,4.72722e-05
8.60121e+06,0,2.11025e-05,4.36884e-05
8.7036e+06,0,3.62024e-05,4.07234e-05
8.806e+06,0,5.2484e-05,2.91408e-05
8.90839e+06,0,5.06322e-05,3.17721e-05
9.01079e+06,0,5.51115e-05,3.50986e-05
9.11318e+06,0,6.00484e-05,2.42055e-05
9.21558e+06,0,6.34451e-05,3.08983e-05
9.31797e+06,0,5.29023e-05,3.9322e-05
9.42037e+06,0,7.8473e-05,7.64166e-05
9.52277e+06,0,5.90872e-05,3.0214e-05
9.62516e+06,0,5.67715e-05,2.90869e-05
9.72756e+06,0,5.60169e-05,3.36396e-05
9.82995e+06,0,5.01875e-05,3.65835e-05
9.93235e+06,0,4.58818e-05,4.02755e-05
1.00347e+07,0,4.10305e-05,3.71103e-05
1.01371e+07,0,4.44665e-05,3.48596e-05
1.02395e+07,0,4.81533e-05,4.04114e-05
